MATCH,MATCH2,PLAYER,TEAM,NAME,POS,PC ,PA ,PC/PA,PR,MIN,GS,SG,S,FC,FS,DC,D_IN_POSS,D_NOT_IN_POSS,T_OPP_HALF,T_ATT_3RD,T_PEN_AREA,SPRINT,MAX_SPEED,A_L,A_M,A_H,Goals_scored,Attempts_on_off_target,Assists,Offsides,Saves,Yellow_cards,Red_card,Fouls_committed,Delivery_solo_runs_attacking3rd,Delivery_solo_runs_penalty_area,Tackles_gaining_the_ball,Tackles_not_gaining_the_ball,Tackles_suffered_losing_the_ball,Tackles_suffered_not_losing_the_ball,Clearances_Completed,Clearances_Attempted,Total_time_played_mins,Low_activity_time_spent,Medium_activity_time_spent,High_activity_time_spent,Distance_covered_m,Low_ADC_m,Medium_ADC_m,High_ADC_m,Top_Speed,Sprints
33,33,15,MEX,Hector MORENO ,D ,36,42,86,36,57,0,0,0,1,0,6062,2695,2277,8,3,2,43,24.32,83,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,17,MEX,Giovani DOS SANTOS ,F ,24,32,75,30,90,0,0,1,2,2,8244,4286,2442,86,48,6,84,21.95,87,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,18,MEX,Andres GUARDADO ,M ,30,36,83,32,45,0,1,1,0,0,5411,2549,1789,51,18,2,68,19.54,77,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,7,MEX,Pablo BARRERA ,F ,20,26,77,21,45,0,0,1,0,1,5437,2730,1731,66,35,1,62,20.88,77,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,8,MEX,Israel CASTRO ,M ,21,24,88,19,33,0,0,0,3,0,4587,2157,1666,52,16,1,42,21.67,75,11,14,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,14,MEX,Javier HERNANDEZ ,F ,3,4,75,6,27,0,0,1,2,0,2895,1527,874,84,62,19,17,32.15,88,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,1,URU,Fernando MUSLERA ,GK ,8,23,35,2,90,0,0,0,0,0,2991,1046,1091,,,,4,11.81,99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,2,URU,Diego LUGANO ,D ,15,24,63,10,90,0,1,1,2,1,8762,2740,4265,7,5,2,62,20.25,89,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,4,URU,Jorge FUCILE ,D ,22,34,65,13,90,0,0,0,2,3,9102,2835,4560,13,2,,88,21.69,85,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,6,URU,Mauricio VICTORINO ,D ,13,23,57,13,90,0,0,1,0,1,8400,2614,4140,7,2,1,34,21.11,88,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,7,URU,Edinson CAVANI ,F ,17,25,68,30,90,0,2,3,2,4,11341,3740,5330,54,27,8,141,21.11,79,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,9,URU,Luis SUAREZ ,F ,9,24,38,23,85,1,2,4,3,1,8965,3138,4131,70,36,8,126,19.77,83,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,10,URU,Diego FORLAN ,F ,19,40,48,24,90,0,0,0,1,1,10541,3732,4639,61,28,3,115,24.77,82,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,11,URU,Alvaro PEREIRA ,M ,14,28,50,23,77,0,0,2,1,1,9414,2950,4628,40,17,4,133,21.36,79,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,15,URU,Diego PEREZ ,M ,21,30,70,16,90,0,0,1,2,3,9914,3073,5084,29,7,,79,21.1,84,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,16,URU,Maximiliano PEREIRA ,D ,30,40,75,19,90,0,0,2,0,1,10297,3450,4887,17,6,,125,27.02,81,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,17,URU,Egidio AREVALO ,M ,16,18,89,11,90,0,0,0,0,4,9699,2763,5127,25,5,,61,20.7,83,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,19,URU,Andres SCOTTI ,D ,4,5,80,2,13,0,0,0,0,0,1713,606,773,16,5,4,17,19.3,87,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
33,33,20,URU,Alvaro FERNANDEZ ,M ,0,1,0,2,5,0,0,1,0,0,1016,483,325,55,24,5,19,19.52,78,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,
32,32,1,ESP,Iker CASILLAS ,GK ,15,18,83,4,90,0,0,0,0,0,3148,1057,1156,,,,4,17.24,99,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"94'36""",0.99,0.01,0,3148,2906,130,112,17.24,4
32,32,3,ESP,Gerard PIQUE ,D ,39,47,83,33,90,0,0,0,1,0,9050,3662,3241,18,6,5,68,28.15,86,7,7,0,0,0,0,0,0,0,1,6,1,0,2,0,0,0,1,"94'36""",0.86,0.07,0.07,9050,5759,1314,1977,28.15,68
32,32,5,ESP,Carles PUYOL ,D ,39,45,87,24,90,0,0,1,1,1,8886,3297,3455,17,6,3,69,20.73,87,6,7,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"94'36""",0.87,0.06,0.07,8886,5725,1190,1971,20.73,69
32,32,7,ESP,David VILLA ,F ,27,39,69,44,90,2,3,7,0,2,9531,4628,2894,86,52,12,112,21.73,85,7,8,2,5,0,0,0,0,0,0,4,5,0,0,0,0,0,0,"94'36""",0.85,0.07,0.08,9531,5964,1227,2340,21.73,112
32,32,8,ESP,XAVI ,M ,50,68,74,56,66,0,0,0,0,1,8228,3868,2676,73,35,5,57,20.96,73,13,14,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,"66'36""",0.73,0.13,0.14,8228,4029,1781,2418,20.96,57
32,32,9,ESP,Fernando TORRES ,F ,6,11,55,13,70,0,1,4,0,0,7273,3480,2360,90,62,21,54,21.53,84,8,8,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,"71'10""",0.84,0.08,0.08,7273,4606,1117,1549,21.53,54
32,32,11,ESP,Joan CAPDEVILA ,D ,36,50,72,32,90,0,0,0,1,1,9578,4182,3389,34,11,1,101,22.08,84,8,8,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,"94'36""",0.84,0.08,0.08,9578,5778,1402,2398,22.08,101
32,32,14,ESP,XABI ALONSO ,M ,73,88,83,68,90,0,0,0,1,2,11331,5091,4243,52,21,,99,22.55,76,12,12,0,0,0,0,0,0,0,1,15,1,0,0,1,0,0,0,"94'36""",0.76,0.12,0.12,11331,5908,2299,3124,22.55,99
32,32,15,ESP,SERGIO RAMOS ,D ,44,56,79,40,77,0,0,3,1,1,8829,3780,3029,42,18,8,126,22.52,80,9,11,0,3,0,0,0,0,0,1,6,1,0,0,1,0,0,0,"77'43""",0.8,0.09,0.11,8829,4847,1390,2592,22.52,126
32,32,16,ESP,Sergio BUSQUETS ,M ,70,81,86,55,90,0,0,0,2,4,10381,4123,4211,45,5,,91,20.94,82,8,10,0,0,0,0,0,0,0,2,6,1,0,0,0,2,0,0,"94'36""",0.82,0.08,0.1,10381,6034,1631,2715,20.94,91
32,32,22,ESP,Jesus NAVAS ,F ,47,71,66,68,90,0,2,2,0,4,10687,5040,3418,76,42,4,130,22.75,80,10,10,0,2,1,0,0,0,0,0,3,4,0,0,3,0,0,0,"94'36""",0.8,0.1,0.1,10687,6062,1806,2818,22.75,130
32,32,10,ESP,Cesc FABREGAS ,M ,21,27,78,19,24,0,1,3,1,0,3463,1476,1189,63,32,6,24,24.1,76,12,12,0,1,0,0,0,0,0,1,3,4,0,0,0,0,0,0,"28'00""",0.76,0.12,0.12,3463,1834,710,918,24.1,24
32,32,13,ESP,Juan Manuel MATA ,F ,11,17,65,19,20,0,0,2,0,1,3386,1499,1139,67,37,9,51,27.89,70,15,15,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,"23'26""",0.7,0.15,0.15,3386,1529,694,1163,27.89,51
32,32,17,ESP,Alvaro ARBELOA ,D ,8,14,57,11,13,0,0,0,1,0,1801,674,690,30,8,2,24,23.42,81,7,12,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,"16'53""",0.81,0.07,0.12,1801,997,276,528,23.42,24
32,32,18,HON,Noel VALLADARES ,GK ,19,33,58,12,90,0,0,0,0,0,4295,1397,1915,,,,8,16.66,98,1,1,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,"94'36""",0.98,0.01,0.01,4295,3742,282,270,16.66,8
32,32,2,HON,Osman CHAVEZ ,D ,22,32,69,22,90,0,0,0,2,0,9026,2832,4432,5,1,1,66,19.09,87,7,6,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,"94'36""",0.87,0.07,0.06,9026,6059,1288,1679,19.09,66
32,32,3,HON,Maynor FIGUEROA ,D ,21,33,64,21,90,0,0,1,0,1,8964,2898,4309,6,,,49,23.01,86,7,7,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,"94'36""",0.86,0.07,0.07,8964,6033,1276,1655,23.01,49
32,32,8,HON,Wilson PALACIOS ,M ,37,45,82,27,90,0,0,0,4,0,9747,3017,4797,21,3,,93,26.74,84,8,8,0,0,0,0,0,0,0,4,4,0,0,1,0,0,0,0,"94'36""",0.84,0.08,0.08,9747,5961,1495,2290,26.74,93
32,32,11,HON,David SUAZO ,F ,16,26,62,24,84,0,0,1,3,3,7993,3149,3173,66,23,5,61,25.35,88,6,6,0,1,0,1,0,0,0,3,2,0,0,0,0,0,0,0,"84'45""",0.88,0.06,0.06,7993,5311,1029,1654,25.35,61
32,32,13,HON,Roger ESPINOZA ,F ,7,11,64,6,45,0,0,0,0,0,5297,1578,2467,37,8,1,47,22.52,79,10,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"46'30""",0.79,0.1,0.11,5297,3078,846,1374,22.52,47
32,32,15,HON,Walter MARTINEZ ,F ,20,32,63,30,90,0,0,0,0,1,10307,3636,4467,55,20,3,91,21.91,83,9,8,0,0,0,1,0,0,0,0,3,1,1,0,0,1,0,0,"94'36""",0.83,0.09,0.08,10307,6239,1683,2386,21.91,91
32,32,19,HON,Danilo TURCIOS ,M ,24,30,80,26,63,0,0,0,0,0,7665,2538,3662,39,10,,63,19.66,77,13,10,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,1,"64'02""",0.77,0.13,0.1,7665,4239,1648,1776,19.66,63
32,32,20,HON,Amado GUEVARA ,M ,36,49,73,37,90,0,0,2,4,1,11108,3579,5460,33,9,,104,22.08,76,12,12,0,0,0,0,0,0,0,4,6,1,0,0,0,0,0,0,"94'36""",0.76,0.12,0.12,11108,5624,2192,3292,22.08,104
32,32,21,HON,Emilio IZAGUIRRE ,D ,30,47,64,20,90,0,0,1,3,0,9984,3016,4818,13,4,,90,20.82,84,8,8,0,1,0,0,0,1,0,3,2,0,4,0,0,1,1,3,"94'36""",0.84,0.08,0.08,9984,6166,1443,2375,20.82,90
32,32,23,HON,Sergio MENDOZA ,D ,42,59,71,35,90,0,0,0,1,0,10307,3327,4929,18,5,,106,22.63,79,10,11,0,0,0,1,0,0,0,1,7,0,0,0,0,0,1,2,"94'36""",0.79,0.1,0.11,10307,5529,1798,2980,22.63,106
32,32,7,HON,Ramon NUNEZ ,M ,11,15,73,15,27,0,0,2,0,1,3637,1343,1470,53,21,,51,23.66,78,9,13,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"30'34""",0.78,0.09,0.13,3637,1947,504,1186,23.66,51
32,32,10,HON,Jerry PALACIOS ,M ,3,3,100,3,6,0,0,0,0,0,1394,594,526,60,21,4,11,19.55,67,17,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"9'51""",0.67,0.17,0.16,1394,576,365,453,19.55,11
32,32,12,HON,Georgie WELCOME ,F ,5,14,36,15,45,0,0,2,2,2,4806,1697,1893,85,40,9,46,27.6,84,7,9,0,1,0,4,0,0,0,2,0,0,0,0,0,0,0,0,"48'06""",0.84,0.07,0.09,4806,2891,687,1229,27.6,46
31,31,1,CHI,Claudio BRAVO,GK ,26,28,93,10,90,0,0,0,0,0,5230,2086,1560,,,,8,17.69,97,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,3,CHI,Waldo PONCE,D ,46,53,87,34,90,0,0,0,1,0,9360,4062,2898,20,6,4,47,21.65,86,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,4,CHI,Mauricio ISLA,D ,47,63,75,44,90,0,0,0,1,0,10817,4861,3213,46,24,2,167,26.03,80,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,6,CHI,Carlos CARMONA,M ,59,73,81,48,90,0,1,1,1,3,11607,5467,3648,40,7,,91,22.52,77,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,7,CHI,Alexis SANCHEZ,F ,18,28,64,37,90,0,3,5,3,6,10196,4633,3040,74,42,6,122,22.47,84,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,8,CHI,Arturo VIDAL,M ,23,30,77,16,45,0,1,2,2,4,5580,2457,1673,41,19,4,81,22.05,81,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,9,CHI,Humberto SUAZO,F ,6,14,43,14,45,0,0,2,1,0,5427,2578,1528,79,37,9,57,20.83,79,9,12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,14,CHI,Matias FERNANDEZ,M ,27,41,66,31,65,0,0,1,1,3,8087,3920,2204,61,33,3,100,21.74,76,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,15,CHI,Jean BEAUSEJOUR,F ,30,44,68,37,90,0,0,0,1,4,10476,4697,3132,63,32,2,149,28.51,82,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,17,CHI,Gary MEDEL,D ,52,60,87,39,90,0,0,0,1,1,9572,4246,3140,22,10,4,75,20.59,84,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,18,CHI,Gonzalo JARA,D ,62,79,78,68,90,0,0,1,2,0,10755,4705,3356,30,9,3,93,22.49,81,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,10,CHI,Jorge VALDIVIA,M ,19,29,66,28,45,0,0,0,3,4,5524,2697,1609,73,39,10,89,22.81,81,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,11,CHI,Mark GONZALEZ,F ,20,25,80,26,45,1,2,5,2,0,5401,2553,1588,70,46,7,83,21.11,81,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,22,CHI,Esteban PAREDES,F ,2,3,67,5,25,0,0,3,0,1,3496,1628,1045,76,48,14,60,20.96,77,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,1,SUI,Diego BENAGLIO,GK ,16,50,32,8,90,0,0,0,0,0,5019,1582,2063,,,,4,20.89,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,2,SUI,Stephan LICHTSTEINER,D ,20,38,53,15,90,0,0,1,2,2,10598,3120,4915,23,7,,124,22.49,84,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,5,SUI,Steve VON BERGEN,D ,8,19,42,7,90,0,0,0,2,0,9281,2498,4608,13,,,86,20.65,87,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,6,SUI,Benjamin HUGGEL,M ,21,22,95,19,90,0,0,0,3,0,11900,3600,5504,42,15,5,91,20.83,76,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,8,SUI,Gokhan INLER,M ,23,33,70,27,90,0,0,1,4,4,11035,3032,5485,38,11,2,99,20.93,80,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,9,SUI,Alexander FREI,F ,5,7,71,7,42,0,0,0,0,0,4700,1445,2070,68,32,2,41,20.79,80,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,10,SUI,Blaise NKUFO,F ,7,19,37,18,68,0,0,1,1,2,6823,2168,2815,65,33,5,51,19.54,84,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,11,SUI,Valon BEHRAMI,M ,4,6,67,7,31,0,0,0,3,2,3841,1158,1569,60,22,2,57,21.88,77,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,13,SUI,Stephane GRICHTING,D ,13,24,54,9,90,0,0,1,4,1,9039,2469,4440,13,5,3,74,22.71,88,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,16,SUI,Gelson FERNANDES,M ,10,17,59,13,77,0,0,0,3,0,9552,2650,4378,40,12,1,117,22.98,76,11,13,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,17,SUI,Reto ZIEGLER,D ,24,35,69,13,90,0,1,2,2,0,10055,3017,4390,21,8,,105,22.6,86,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,7,SUI,Tranquillo BARNETTA,M ,10,15,67,11,48,0,0,0,2,2,6572,2067,3019,37,14,,83,19.06,77,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,18,SUI,Albert BUNJAKU,F ,1,4,25,4,13,0,0,0,0,0,2103,858,880,67,41,14,32,19.25,76,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,
31,31,19,SUI,Eren DERDIYOK,F ,3,7,43,7,22,0,0,1,0,0,2888,1019,1299,76,37,14,25,18.75,78,9,13,,,,,,,,,,,,,,,,,,,,,,,,,,
30,30,1,POR,EDUARDO ,GK ,19,28,68,9,90,0,0,0,0,0,4446,1835,1382,,,,4,16.04,98,1,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,"94'27""",0.98,0.01,0.01,4446,3984,239,223,16.04,4
30,30,2,POR,BRUNO ALVES ,D ,28,38,74,29,90,0,0,0,1,0,9600,3691,3486,9,2,,76,20.79,83,9,8,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,2,"94'27""",0.83,0.09,0.08,9600,5947,1633,2020,20.79,76
30,30,6,POR,RICARDO CARVALHO ,D ,46,49,94,34,90,0,1,2,3,1,9876,3832,3518,9,2,1,85,21.58,84,8,8,0,2,0,0,0,0,0,3,3,0,1,0,0,0,0,2,"94'27""",0.84,0.08,0.08,9876,6361,1512,2003,21.58,85
30,30,7,POR,CRISTIANO RONALDO ,F ,39,46,85,52,90,1,5,7,0,0,10124,4936,2831,80,34,6,123,22.68,84,7,9,1,7,1,1,0,0,0,0,14,4,0,0,1,2,0,0,"94'27""",0.84,0.07,0.09,10124,6016,1380,2728,22.68,123
30,30,8,POR,PEDRO MENDES ,M ,49,62,79,40,90,0,0,1,2,0,11213,4529,4227,31,4,,85,21.11,77,12,11,0,0,0,0,0,1,0,2,4,0,0,1,0,1,1,1,"94'27""",0.77,0.12,0.11,11213,6081,2239,2891,21.11,85
30,30,11,POR,SIMAO ,F ,23,34,68,29,74,1,1,2,1,0,8852,3710,2846,62,28,4,114,23.67,79,10,11,1,1,0,0,0,0,0,1,4,1,0,0,1,0,0,0,"75'21""",0.79,0.1,0.11,8852,4820,1475,2558,23.67,114
30,30,13,POR,MIGUEL ,D ,49,67,73,46,90,0,0,0,1,0,9125,3715,3114,28,9,,105,21.67,84,7,9,0,0,0,0,0,0,0,1,8,3,0,0,0,0,0,1,"94'27""",0.84,0.07,0.09,9125,5331,1244,2551,21.67,105
30,30,16,POR,RAUL MEIRELES ,M ,27,50,54,39,70,1,1,5,3,0,9337,3598,3509,48,19,2,127,22.6,73,12,15,1,5,1,0,0,0,0,3,3,2,1,1,0,1,0,1,"72'00""",0.73,0.12,0.15,9337,4368,1786,3183,22.6,127
30,30,18,POR,HUGO ALMEIDA ,F ,21,27,78,26,77,1,1,3,3,0,8937,3880,2878,84,44,15,124,22.71,83,7,10,1,3,0,1,0,1,0,3,4,0,0,0,0,0,0,0,"78'54""",0.83,0.07,0.1,8937,5343,1170,2424,22.71,124
30,30,19,POR,TIAGO ,M ,56,71,79,56,90,2,3,3,3,1,11184,4849,3757,52,18,3,95,20.93,77,10,13,2,3,1,0,0,0,0,3,7,1,1,0,1,0,0,0,"94'27""",0.77,0.1,0.13,11184,6033,1970,3181,20.93,95
30,30,23,POR,FABIO COENTRAO ,D ,51,64,80,41,90,0,0,1,0,1,10532,4330,3556,28,10,1,108,23.67,81,9,10,0,1,1,0,0,0,0,0,7,2,0,2,0,0,1,3,"94'27""",0.81,0.09,0.1,10532,5934,1734,2865,23.67,108
30,30,5,POR,DUDA ,D ,8,11,73,8,16,0,0,0,0,0,2300,1243,541,74,40,5,22,20.96,75,12,13,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,"19'06""",0.75,0.12,0.13,2300,1226,393,680,20.96,22
30,30,9,POR,LIEDSON ,F ,4,8,50,5,13,1,1,1,1,0,1735,953,489,79,47,15,27,19.05,74,13,13,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,"15'33""",0.74,0.13,0.13,1735,796,320,620,19.05,27
30,30,14,POR,MIGUEL VELOSO ,M ,20,31,65,26,20,0,0,1,0,0,2720,1519,790,63,20,4,32,20.28,75,12,13,0,1,1,0,0,0,0,0,4,2,0,1,0,0,0,0,"22'27""",0.75,0.12,0.13,2720,1297,520,903,20.28,32
30,30,1,PRK,RI Myong Guk ,GK ,24,36,67,5,90,0,0,0,0,1,3052,1035,1295,,,,14,18.75,98,1,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,"94'27""",0.98,0.01,0.01,3052,2571,159,321,18.75,14
30,30,2,PRK,CHA Jong Hyok ,D ,33,44,75,33,75,0,0,1,0,3,8579,2883,3598,34,9,,118,25.94,82,8,10,0,1,0,0,0,0,0,0,9,1,0,1,0,2,0,1,"76'38""",0.82,0.08,0.1,8579,4828,1302,2449,25.94,118
30,30,3,PRK,RI Jun Il ,D ,31,39,79,23,90,0,0,1,0,1,9498,2826,4801,8,,,127,21.58,82,8,10,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,2,"94'27""",0.82,0.08,0.1,9498,5454,1428,2616,21.58,127
30,30,4,PRK,PAK Nam Chol ,M ,11,20,55,18,58,0,0,1,1,5,7162,2717,2740,50,19,2,101,23.2,77,11,12,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,"59'53""",0.77,0.11,0.12,7162,3649,1248,2264,23.2,101
30,30,5,PRK,RI Kwang Chon ,D ,27,42,64,27,90,0,0,0,0,0,10016,2896,5014,13,1,,99,25.99,81,8,11,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,6,"94'27""",0.81,0.08,0.11,10016,5602,1545,2869,25.99,99
30,30,8,PRK,JI Yun Nam ,D ,27,37,73,26,90,0,0,1,1,0,10259,3131,4900,27,7,,150,20.96,79,9,12,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,3,"94'27""",0.79,0.09,0.12,10259,5298,1606,3355,20.96,150
30,30,9,PRK,JONG Tae Se ,F ,19,29,66,29,90,0,2,5,0,3,9252,3723,3548,81,33,6,86,21.57,85,7,8,0,5,0,2,0,0,0,0,3,0,0,0,1,0,0,0,"94'27""",0.85,0.07,0.08,9252,5892,1228,2132,21.57,86
30,30,10,PRK,HONG Yong Jo ,F ,33,47,70,45,90,0,2,3,0,0,9313,3496,3774,73,29,2,120,20.75,84,7,9,0,2,0,1,0,1,0,0,5,3,0,0,0,1,0,0,"94'27""",0.84,0.07,0.09,9313,5598,1311,2403,20.75,120
30,30,11,PRK,MUN In Guk ,M ,19,30,63,22,58,0,0,0,0,0,7497,2770,2916,51,21,2,117,19.54,76,10,14,0,0,0,0,0,0,0,0,3,0,0,2,0,1,0,0,"59'58""",0.76,0.1,0.14,7497,3712,1268,2517,19.54,117
30,30,13,PRK,PAK Chol Jin ,D ,22,29,76,13,90,0,0,0,0,1,9096,2497,4542,11,2,,94,20.28,87,6,7,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,"94'27""",0.87,0.06,0.07,9096,5775,1216,2105,20.28,94
30,30,17,PRK,AN Yong Hak ,M ,40,61,66,44,90,0,0,1,1,2,12017,3952,5771,31,6,1,113,23.81,74,12,14,0,1,0,0,0,0,0,1,1,0,0,2,0,0,1,1,"94'27""",0.74,0.12,0.14,12017,5515,2427,4074,23.81,113
30,30,6,PRK,KIM Kum Il ,M ,13,17,76,17,32,0,0,1,0,0,4086,1316,2123,55,19,4,43,22.71,77,11,12,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,"34'34""",0.77,0.11,0.12,4086,2117,784,1185,22.71,43
30,30,15,PRK,KIM Yong Jun ,M ,14,17,82,16,32,0,0,1,0,2,4204,1297,2201,42,15,1,51,21.11,75,11,14,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"34'29""",0.75,0.11,0.14,4204,2112,747,1345,21.11,51
30,30,16,PRK,NAM Song Chol ,D ,10,13,77,5,15,0,0,0,0,0,1983,497,1146,21,9,,38,19.87,78,10,12,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,"17'49""",0.78,0.1,0.12,1983,1029,325,629,19.87,38
29,29,1,BRA,JULIO CESAR ,GK ,26,33,79,11,90,0,0,0,0,0,4335,1448,1116,,,,5,16.32,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,2,BRA,MAICON ,D ,51,58,88,45,90,0,0,1,0,1,8639,3311,3236,29,7,,96,26.7,87,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,3,BRA,LUCIO ,D ,57,59,97,49,90,0,0,0,2,3,8685,3266,2922,6,2,1,63,23.81,87,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,4,BRA,JUAN ,D ,57,62,92,52,90,0,0,0,0,1,7535,2746,2878,2,1,1,30,26.17,91,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,5,BRA,FELIPE MELO ,M ,60,69,87,62,90,0,0,0,0,3,9896,3765,3521,25,2,1,66,30.75,83,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,6,BRA,MICHEL BASTOS ,D ,42,54,78,43,90,0,0,0,4,3,9420,3698,3484,26,6,,77,28.51,84,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,7,BRA,ELANO ,M ,14,28,50,20,67,1,1,2,2,1,7377,2733,2898,56,20,1,55,20.96,82,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,8,BRA,GILBERTO SILVA ,M ,58,67,87,56,90,0,0,1,1,0,11054,4369,4228,22,2,,76,22.26,79,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,9,BRA,LUIS FABIANO ,F ,15,22,68,24,90,2,2,2,3,3,8843,3823,2924,80,35,6,68,28.39,88,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,10,BRA,KAKA ,M ,32,43,74,45,88,0,1,2,2,4,9026,4150,2906,64,20,4,90,28.57,85,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,11,BRA,ROBINHO ,F ,32,36,89,31,89,0,0,2,3,2,9576,4131,3319,73,27,2,108,28.39,82,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,13,BRA,DANI ALVES ,D ,12,13,92,17,23,0,2,2,0,2,3138,1279,1015,54,20,,23,24.46,79,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,18,BRA,RAMIRES ,M ,0,1,0,1,1,0,0,0,0,0,146,25,36,70,11,,8,18.9,77,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,
29,29,1,CIV,Boubacar BARRY ,GK ,19,21,90,7,90,0,0,0,0,0,2312,823,753,,,,3,18.53,99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
