MATCH,MATCH2,PLAYER,TEAM,NAME,POS,PC ,PA ,PC/PA,PR,MIN,GS,SG,S,FC,FS,DC,D_IN_POSS,D_NOT_IN_POSS,T_OPP_HALF,T_ATT_3RD,T_PEN_AREA,SPRINT,MAX_SPEED,A_L,A_M,A_H,Goals_scored,Attempts_on_off_target,Assists,Offsides,Saves,Yellow_cards,Red_card,Fouls_committed,Delivery_solo_runs_attacking3rd,Delivery_solo_runs_penalty_area,Tackles_gaining_the_ball,Tackles_not_gaining_the_ball,Tackles_suffered_losing_the_ball,Tackles_suffered_not_losing_the_ball,Clearances_Completed,Clearances_Attempted,Total_time_played_mins,Low_activity_time_spent,Medium_activity_time_spent,High_activity_time_spent,Distance_covered_m,Low_ADC_m,Medium_ADC_m,High_ADC_m,Top_Speed,Sprints
64,64,1,NED,Maarten STEKELENBURG ,GK,35,54,65,35,120,0,0,0,0,0,5701,2103,1779,,,,6,15.3,97,2,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,2,4,"129'20""",0.97,0.02,0.01,5701,4848,385,470,15.3,6
64,64,2,NED,Gregory VAN DER WIEL ,D,31,54,57,26,120,0,0,0,2,2,13773,4305,6176,19,2,,127,24.32,81,9,10,0,0,0,0,0,1,0,2,2,1,0,0,0,2,0,0,"129'20""",0.81,0.09,0.1,13773,7729,2333,3711,24.32,127
64,64,3,NED,John HEITINGA ,D,27,45,60,24,109,0,0,0,2,0,10449,3406,4364,5,4,2,72,19.87,87,7,6,0,0,0,1,1,2,1,2,1,0,0,1,0,0,0,1,"115'08""",0.87,0.07,0.06,10449,6709,1569,2171,19.87,72
64,64,4,NED,Joris MATHIJSEN ,D,33,48,69,28,120,0,0,1,3,0,11852,3637,4772,7,5,2,86,26.2,86,6,8,0,1,0,0,0,1,0,3,0,1,0,0,0,0,1,5,"129'20""",0.86,0.06,0.08,11852,7701,1616,2535,26.2,86
64,64,5,NED,Giovanni VAN BRONCKHORST ,D,29,39,74,18,104,0,0,0,4,1,10799,3410,4791,16,3,,85,26.24,85,8,7,0,0,0,0,0,1,0,4,4,0,1,1,0,0,0,1,"109'59""",0.85,0.08,0.07,10799,6681,1674,2442,26.24,85
64,64,6,NED,Mark VAN BOMMEL ,M,27,46,59,25,120,0,0,0,5,3,12023,3227,5829,30,3,,99,23.49,85,7,8,0,0,0,0,0,1,0,5,2,1,0,1,0,0,0,1,"129'20""",0.85,0.07,0.08,12023,7368,1858,2796,23.49,99
64,64,7,NED,Dirk KUYT ,F,11,18,61,20,71,0,1,1,2,1,7680,2567,2954,52,20,4,79,23.38,83,8,9,0,1,0,0,0,0,0,2,1,1,0,0,1,0,0,1,"72'32""",0.83,0.08,0.09,7680,4379,1222,2079,23.38,79
64,64,8,NED,Nigel DE JONG ,M,25,37,68,21,99,0,0,1,1,2,10779,3092,4954,25,5,1,91,25.33,84,8,8,0,0,0,0,0,1,0,1,5,0,0,1,0,0,0,0,"104'19""",0.84,0.08,0.08,10779,6647,1727,2406,25.33,91
64,64,9,NED,Robin VAN PERSIE ,F,19,31,61,21,120,0,0,1,2,2,13916,4645,5298,74,32,7,125,23.82,83,8,9,0,1,0,3,0,1,0,2,3,0,0,0,0,0,0,0,"129'20""",0.83,0.08,0.09,13916,8645,2050,3221,23.82,125
64,64,10,NED,Wesley SNEIJDER ,M,28,46,61,29,120,0,1,5,2,2,13383,4239,5601,59,18,1,111,26.61,82,8,10,0,4,0,1,0,0,0,2,2,3,1,0,1,0,1,1,"129'20""",0.82,0.08,0.1,13383,7646,2233,3504,26.61,111
64,64,11,NED,Arjen ROBBEN ,F,14,31,45,27,120,0,3,4,2,4,13011,4107,5151,63,23,1,139,30.88,86,6,8,0,4,0,2,0,1,0,2,2,2,0,0,1,0,0,0,"129'20""",0.86,0.06,0.08,13011,8441,1427,3143,30.88,139
64,64,15,NED,Edson BRAAFHEID ,D,4,7,57,4,16,0,0,0,1,0,1814,486,649,27,5,,16,31.5,84,7,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"19'21""",0.84,0.07,0.09,1814,1071,269,473,31.5,16
64,64,17,NED,Eljero ELIA ,F,4,11,36,10,49,0,0,0,1,1,6187,1905,2630,47,25,3,77,25.94,82,7,11,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,"56'48""",0.82,0.07,0.11,6187,3354,862,1973,25.94,77
64,64,23,NED,Rafael VAN DER VAART ,M,7,8,88,6,21,0,0,0,1,0,2851,927,1113,45,26,5,34,21.67,77,10,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,"25'01""",0.77,0.1,0.13,2851,1479,485,886,21.67,34
64,64,1,ESP,Iker CASILLAS ,GK,22,35,63,11,120,0,0,0,0,0,4520,1409,1469,,,,12,20.81,98,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,"129'20""",0.98,0.01,0.01,4520,3960,181,381,20.81,12
64,64,3,ESP,Gerard PIQUE ,D,51,60,85,47,120,0,0,0,0,0,12077,4630,4045,14,5,3,102,24.57,86,7,7,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,2,"129'20""",0.86,0.07,0.07,12077,7745,1697,2633,24.57,102
64,64,5,ESP,Carles PUYOL ,D,54,62,87,45,120,0,0,1,1,1,11843,4106,4321,11,4,2,83,28.15,88,6,6,0,1,0,0,0,1,0,1,2,0,1,0,0,0,0,5,"129'20""",0.88,0.06,0.06,11843,7774,1650,2420,28.15,83
64,64,6,ESP,Andres INIESTA ,M,41,70,59,62,120,1,1,1,4,8,14028,5937,4494,73,27,3,136,23.13,81,10,9,1,1,0,0,0,1,0,4,5,2,0,0,1,2,0,0,"129'20""",0.81,0.1,0.09,14028,8220,2549,3259,23.13,136
64,64,7,ESP,David VILLA ,F,13,25,52,26,105,0,1,6,0,2,9598,4070,2981,92,60,11,124,26.49,88,5,7,0,6,0,5,0,0,0,0,3,0,0,0,0,0,0,0,"111'29""",0.88,0.05,0.07,9598,6268,999,2332,26.49,124
64,64,8,ESP,XAVI ,M,80,99,81,74,120,0,0,2,0,4,14987,6547,4567,61,20,1,123,22.52,76,12,12,0,2,0,0,0,1,0,0,8,7,0,0,0,1,0,0,"129'20""",0.76,0.12,0.12,14987,7533,3089,4363,22.52,123
64,64,11,ESP,Joan CAPDEVILA ,D,53,71,75,43,120,0,1,1,1,1,12331,4655,4119,27,7,2,86,21.67,87,7,6,0,1,0,0,0,1,0,1,3,1,0,0,0,0,0,1,"129'20""",0.87,0.07,0.06,12331,8123,1774,2433,21.67,86
64,64,14,ESP,XABI ALONSO ,M,41,53,77,42,87,0,0,1,2,1,10223,4299,3638,45,13,,100,24.39,77,10,13,0,1,0,0,0,0,0,2,4,3,1,0,0,0,0,0,"88'30""",0.77,0.1,0.13,10223,5271,1925,3027,24.39,100
64,64,15,ESP,SERGIO RAMOS ,D,54,73,74,44,120,0,1,2,2,4,12887,4964,4220,39,12,3,125,26.61,84,8,8,0,2,0,0,0,1,0,2,6,0,1,0,0,0,0,0,"129'20""",0.84,0.08,0.08,12887,7752,1962,3174,26.61,125
64,64,16,ESP,Sergio BUSQUETS ,M,70,80,88,61,120,0,0,0,4,4,13043,4907,4797,27,4,,113,22.63,84,8,8,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,"129'20""",0.84,0.08,0.08,13043,7896,2074,3072,22.63,113
64,64,18,ESP,PEDRO ,F,13,20,65,27,60,0,0,1,3,2,6500,2645,2030,76,24,2,76,23.2,84,7,9,0,1,0,0,0,0,0,3,5,1,0,0,0,0,0,0,"61'55""",0.84,0.07,0.09,6500,4060,906,1534,23.2,76
64,64,9,ESP,Fernando TORRES ,F,2,3,67,3,15,0,0,0,1,0,1687,569,441,80,51,7,27,23.2,87,6,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,"17'51""",0.87,0.06,0.07,1687,1042,215,430,23.2,27
64,64,10,ESP,Cesc FABREGAS ,M,31,38,82,34,33,0,1,2,1,0,5135,2170,1542,49,17,2,41,21.11,72,14,14,0,2,1,0,0,0,0,1,6,1,0,0,0,0,0,0,"40'50""",0.72,0.14,0.14,5135,2539,1086,1510,21.11,41
64,64,22,ESP,Jesus NAVAS ,F,17,26,65,23,60,0,1,2,0,1,7503,3191,2163,69,33,3,72,31.5,82,8,10,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,"67'25""",0.82,0.08,0.1,7503,4189,1118,2195,31.5,72
63,63,1,URU,Fernando MUSLERA ,GK ,12,23,52,3,90,0,0,0,0,0,3156,1064,1235,,,,9,20.7,99,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,2,URU,Diego LUGANO ,D ,27,34,79,28,90,0,0,0,1,0,9046,2771,4232,8,2,1,63,20.65,88,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,3,URU,Diego GODIN ,D ,31,45,69,22,90,0,0,0,2,0,9974,3160,4528,12,4,2,109,24.53,87,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,4,URU,Jorge FUCILE ,D ,45,70,64,44,90,0,0,0,2,2,9984,3540,4507,24,7,,139,24.53,83,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,7,URU,Edinson CAVANI ,F ,16,30,53,23,88,1,2,2,0,0,10550,3958,4501,60,27,6,138,26.03,78,10,12,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,9,URU,Luis SUAREZ ,F ,19,34,56,28,90,0,2,5,0,3,10274,3994,4115,82,41,8,134,26.35,81,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,10,URU,Diego FORLAN ,F ,23,42,55,29,90,1,3,8,0,1,9769,3956,3857,72,31,5,75,23.16,82,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,15,URU,Diego PEREZ ,M ,31,51,61,37,77,0,0,0,4,2,8620,3044,3940,31,8,,60,25.49,81,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,16,URU,Maximiliano PEREIRA ,D ,40,55,73,38,90,0,0,1,2,0,12009,4559,5199,49,19,3,188,21.43,74,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,17,URU,Egidio AREVALO ,M ,29,49,59,23,90,0,0,0,0,1,10125,3420,4844,35,7,,89,28.35,82,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,22,URU,Martin CACERES ,D ,24,43,56,21,90,0,0,0,1,0,10030,3494,4536,25,8,2,151,23.63,82,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,5,URU,Walter GARGANO ,M ,6,9,67,7,13,0,0,0,0,1,1843,639,895,40,10,,14,19.06,74,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,13,URU,Sebastian ABREU ,F ,0,0,0,0,2,0,0,0,1,0,379,93,162,98,52,24,4,17.46,90,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,22,GER,Hans Joerg BUTT ,GK ,14,35,40,15,90,0,0,0,0,0,4996,2112,1677,,,,3,10.68,98,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,2,GER,Marcell JANSEN ,M ,21,37,57,29,81,1,1,2,0,2,9615,4033,3716,56,28,4,110,23.82,79,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,3,GER,Arne FRIEDRICH ,D ,25,32,78,16,90,0,1,1,2,0,9244,3733,3493,13,4,3,51,19.05,85,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,4,GER,Dennis AOGO ,D ,49,69,71,39,90,0,0,0,2,2,9994,3995,3802,22,5,,68,19.25,82,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,6,GER,Sami KHEDIRA ,M ,45,64,70,48,90,1,1,3,1,1,11096,4785,4258,43,21,7,134,26.2,77,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,7,GER,Bastian SCHWEINSTEIGER ,M ,79,113,70,78,90,0,1,3,2,2,11103,4577,4409,38,11,,91,23.82,76,13,11,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,8,GER,Mesut OEZIL ,M ,37,53,70,39,89,0,0,1,1,0,9985,4538,3482,71,30,3,124,27.35,81,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,13,GER,Thomas MUELLER ,M ,23,45,51,43,90,1,1,3,0,3,10637,4961,3607,65,29,8,127,24.4,81,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,17,GER,Per MERTESACKER ,D ,42,54,78,25,90,0,0,0,0,1,9332,3657,3678,15,4,3,51,22.14,84,9,7,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,19,GER,CACAU ,F ,18,26,69,22,73,0,0,2,2,0,7968,3483,2850,82,40,12,102,23.43,84,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,20,GER,Jerome BOATENG ,D ,29,47,62,26,90,0,1,1,0,0,10144,4223,3852,25,4,,100,22.98,83,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,5,GER,Serdar TASCI ,D ,0,1,0,0,1,0,0,0,0,0,143,36,4,3,,,1,14.82,92,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,9,GER,Stefan KIESSLING ,F ,10,10,100,9,17,0,1,2,0,1,2250,1068,597,77,32,13,29,22.68,77,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,
63,63,18,GER,Toni KROOS ,M ,1,5,20,4,9,0,0,0,1,0,1407,627,463,32,11,,13,22.71,77,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,
62,62,1,GER,Manuel NEUER,GK ,24,38,63,17,90,0,0,0,0,0,5040,2080,2145,,,,15,19.58,97,2,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,"94'26""",0.97,0.02,0.01,5040,4286,348,405,19.58,15
62,62,3,GER,Arne FRIEDRICH,D ,38,46,83,30,90,0,0,0,0,0,9576,3714,4606,12,6,2,69,23.7,86,8,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"94'26""",0.86,0.08,0.06,9576,6302,1493,1781,23.7,69
62,62,6,GER,Sami KHEDIRA,M ,40,48,83,38,81,0,0,0,0,1,10780,4238,5356,34,12,3,101,19.45,71,14,15,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,1,"81'09""",0.71,0.14,0.15,10780,4971,2344,3465,19.45,101
62,62,7,GER,Bastian SCHWEINSTEIGER,M ,56,70,80,61,90,0,0,1,2,0,12260,4951,6008,35,11,3,120,22.56,73,13,14,0,0,0,0,0,0,0,2,7,0,0,3,1,0,0,0,"94'26""",0.73,0.13,0.14,12260,5911,2534,3814,22.56,120
62,62,8,GER,Mesut OEZIL,M ,30,47,64,42,90,0,0,0,0,1,10966,4624,4955,62,24,3,106,27.81,80,10,10,0,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,"94'26""",0.8,0.1,0.1,10966,6405,1821,2739,27.81,106
62,62,10,GER,Lukas PODOLSKI,F ,24,38,63,32,90,0,0,0,0,2,10528,4235,4909,50,23,3,125,20.89,80,9,11,0,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,"94'26""",0.8,0.09,0.11,10528,5746,1669,3113,20.89,125
62,62,11,GER,Miroslav KLOSE,F ,14,20,70,19,90,0,0,1,3,1,8886,3864,3741,81,35,12,73,26.03,88,6,6,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,"94'26""",0.88,0.06,0.06,8886,5954,1120,1812,26.03,73
62,62,15,GER,Piotr TROCHOWSKI,M ,29,41,71,35,62,0,1,2,1,0,7986,2762,4334,37,10,,81,21.11,72,13,15,0,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,"62'45""",0.72,0.13,0.15,7986,3788,1589,2609,21.11,81
62,62,16,GER,Philipp LAHM,D ,72,87,83,57,90,0,0,0,1,0,10414,4023,5080,22,4,,91,24.83,80,10,10,0,0,0,0,0,0,0,1,7,1,0,1,0,0,0,0,"94'26""",0.8,0.1,0.1,10414,5798,1896,2720,24.83,91
62,62,17,GER,Per MERTESACKER,D ,53,61,87,40,90,0,0,0,0,0,9628,3778,4643,17,10,3,69,28.35,85,8,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,"94'26""",0.85,0.08,0.07,9628,6117,1558,1953,28.35,69
62,62,20,GER,Jerome BOATENG,D ,21,33,64,22,52,0,0,0,2,0,6117,2248,3189,9,2,,59,19.87,81,10,9,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,2,"52'56""",0.81,0.1,0.09,6117,3550,1001,1566,19.87,59
62,62,2,GER,Marcell JANSEN,M ,26,36,72,27,38,0,0,0,0,0,4592,2019,1882,39,17,,76,20.93,82,7,11,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,0,"41'30""",0.82,0.07,0.11,4592,2523,564,1505,20.93,76
62,62,18,GER,Toni KROOS,M ,13,19,68,16,28,0,1,1,0,2,3625,1690,1358,59,30,2,31,20.28,80,10,10,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"31'41""",0.8,0.1,0.1,3625,2040,671,914,20.28,31
62,62,23,GER,Mario GOMEZ,F ,1,5,20,5,9,0,0,0,0,0,1326,639,519,77,60,20,15,18.93,84,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13'17""",0.84,0.06,0.1,1326,718,164,444,18.93,15
62,62,1,ESP,Iker CASILLAS,GK ,16,23,70,10,90,0,0,0,0,0,2830,1050,1316,,,,2,14.81,99,,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,5,"94'26""",0.99,0,0.01,2830,2682,85,63,14.81,2
62,62,3,ESP,Gerard PIQUE,D ,57,71,80,57,90,0,0,0,0,1,9580,4079,4240,11,2,1,94,23.63,85,7,8,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,6,"94'26""",0.85,0.07,0.08,9580,5947,1391,2242,23.63,94
62,62,5,ESP,Carles PUYOL,D ,36,44,82,28,90,1,1,2,1,0,8571,3446,4001,8,2,1,53,21.11,88,6,6,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,4,"94'26""",0.88,0.06,0.06,8571,5673,1237,1662,21.11,53
62,62,6,ESP,Andres INIESTA,M ,56,81,69,78,90,0,0,0,0,4,10710,4971,4438,67,32,3,88,22.98,79,10,11,0,0,0,0,0,0,0,0,13,2,0,0,0,1,0,0,"94'26""",0.79,0.1,0.11,10710,5935,1837,2938,22.98,88
62,62,7,ESP,David VILLA,F ,21,30,70,33,81,0,2,3,0,1,8498,4021,3435,86,56,10,101,23.13,85,6,9,0,3,0,0,0,0,0,0,3,1,0,0,0,3,0,0,"81'53""",0.85,0.06,0.09,8498,5168,1063,2267,23.13,101
62,62,8,ESP,XAVI,M ,92,106,87,89,90,0,0,0,0,0,12321,5846,4996,58,22,2,110,19.63,71,13,16,0,0,1,0,0,0,0,0,15,7,0,0,0,0,0,0,"94'26""",0.71,0.13,0.16,12321,5681,2466,4173,19.63,110
62,62,11,ESP,Joan CAPDEVILA,D ,56,68,82,50,90,0,0,0,1,1,10399,4452,4481,35,10,1,116,22.68,81,9,10,0,0,0,1,0,0,0,1,6,1,0,0,0,0,2,2,"94'26""",0.81,0.09,0.1,10399,6004,1709,2686,22.68,116
62,62,14,ESP,XABI ALONSO,M ,68,85,80,72,89,0,0,3,3,1,12199,5409,5497,45,14,,128,19.54,72,14,14,0,3,0,0,0,0,0,3,17,2,0,0,1,1,0,0,"93'39""",0.72,0.14,0.14,12199,5850,2533,3815,19.54,128
62,62,15,ESP,SERGIO RAMOS,D ,60,69,87,44,90,0,0,1,2,0,10494,4561,4545,42,17,3,100,26.7,80,9,11,0,1,0,0,0,0,0,2,4,1,1,0,0,1,0,1,"94'26""",0.8,0.09,0.11,10494,5761,1744,2988,26.7,100
62,62,16,ESP,Sergio BUSQUETS,M ,69,75,92,50,90,0,0,0,0,1,10838,4205,5304,33,3,,106,22.05,81,10,9,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,"94'26""",0.81,0.1,0.09,10838,6162,1803,2872,22.05,106
62,62,18,ESP,PEDRO,F ,55,71,77,72,86,0,2,4,0,0,10259,4427,4473,68,36,3,122,22.49,79,9,12,0,3,0,0,0,0,0,0,6,5,0,0,1,2,0,0,"86'14""",0.79,0.09,0.12,10259,5747,1510,3003,22.49,122
62,62,4,ESP,Carlos MARCHENA,D ,0,0,0,0,1,0,0,0,0,0,85,40,46,,,,1,15.42,62,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0'47""",0.62,0.1,0.28,85,36,10,39,15.42,1
62,62,9,ESP,Fernando TORRES,F ,1,4,25,4,9,0,0,0,0,0,1512,609,690,69,36,19,18,20.75,77,9,14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"12'33""",0.77,0.09,0.14,1512,787,240,485,20.75,18
62,62,21,ESP,DAVID SILVA,M ,3,4,75,3,4,0,0,0,0,0,1039,509,367,57,36,13,13,20.92,72,9,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"8'12""",0.72,0.09,0.19,1039,484,133,422,20.92,13
61,61,1,URU,Fernando MUSLERA ,GK ,19,27,70,7,90,0,0,0,0,0,3422,1207,1308,,,,5,17.44,99,1,,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,"96'58""",0.99,0.01,0,3422,3034,212,175,17.44,5
61,61,3,URU,Diego GODIN ,D ,39,59,66,25,90,0,0,0,1,0,10127,3395,4409,11,7,5,86,20.79,86,7,7,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,1,"96'58""",0.86,0.07,0.07,10127,6534,1522,2071,20.79,86
61,61,5,URU,Walter GARGANO ,M ,33,50,66,34,90,0,0,0,2,1,11556,4206,5176,54,14,2,134,28.35,78,10,12,0,0,2,0,0,0,0,2,3,0,0,0,1,0,0,0,"96'58""",0.78,0.1,0.12,11556,6073,2098,3385,28.35,134
61,61,6,URU,Mauricio VICTORINO ,D ,33,53,62,26,90,0,0,0,1,2,9185,2798,4294,8,5,3,87,20.93,86,7,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,"96'58""",0.86,0.07,0.07,9185,5756,1401,2028,20.93,87
61,61,7,URU,Edinson CAVANI ,F ,16,40,40,33,90,0,0,1,4,1,10888,4079,4508,80,42,10,94,26.7,79,10,11,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,0,"96'58""",0.79,0.1,0.11,10888,5971,1882,3035,26.7,94
61,61,10,URU,Diego FORLAN ,F ,14,36,39,30,84,1,3,4,0,0,8979,3472,3829,82,39,5,67,22.68,83,9,8,1,4,0,1,0,0,0,0,1,1,0,0,1,0,0,0,"85'30""",0.83,0.09,0.08,8979,5430,1490,2060,22.68,67
61,61,11,URU,Alvaro PEREIRA ,M ,23,43,53,35,78,0,2,3,1,1,10108,3670,4311,54,21,5,125,25.31,76,10,14,0,3,0,1,0,0,0,1,5,2,1,0,0,1,0,0,"79'13""",0.76,0.1,0.14,10108,5020,1700,3388,25.31,125
61,61,15,URU,Diego PEREZ ,M ,40,67,60,37,90,0,0,0,2,0,10486,3647,4742,39,11,1,94,23.97,83,8,9,0,0,0,0,0,0,0,2,5,0,1,0,0,0,0,0,"96'58""",0.83,0.08,0.09,10486,6201,1656,2629,23.97,94
61,61,16,URU,Maximiliano PEREIRA ,D ,34,62,55,36,90,1,1,2,2,2,11337,3978,5073,27,8,,166,23.67,80,9,11,1,1,0,0,0,1,0,2,6,0,0,0,0,0,0,0,"96'58""",0.8,0.09,0.11,11337,5906,1941,3490,23.67,166
61,61,17,URU,Egidio AREVALO ,M ,29,53,55,29,90,0,0,2,0,1,11019,3623,5189,30,7,,89,19.57,80,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"96'58""",0.8,0.1,0.1,11019,6284,1966,2769,19.57,89
61,61,22,URU,Martin CACERES ,D ,40,64,63,28,90,0,0,0,1,6,10456,3578,4435,22,8,1,92,24.83,83,9,8,0,0,0,0,0,1,0,1,9,3,0,0,0,0,2,4,"96'58""",0.83,0.09,0.08,10456,6109,1773,2573,24.83,92
61,61,13,URU,Sebastian ABREU ,F ,4,6,67,3,12,0,0,0,1,0,1697,731,487,93,62,19,14,18.36,87,7,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"17'45""",0.87,0.07,0.06,1697,1076,276,345,18.36,14
61,61,21,URU,Sebastian FERNANDEZ ,F ,2,5,40,3,6,0,0,0,0,1,1331,632,380,89,61,33,18,21.29,79,8,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"11'28""",0.79,0.08,0.13,1331,717,171,443,21.29,18
61,61,1,NED,Maarten STEKELENBURG ,GK ,24,40,60,19,90,0,0,0,0,0,4191,1702,1398,,,,7,24.4,98,1,1,0,0,0,0,3,0,0,0,3,0,0,0,0,0,1,2,"96'58""",0.98,0.01,0.01,4191,3682,246,263,24.4,7
61,61,3,NED,John HEITINGA ,D ,26,43,60,25,90,0,0,0,1,1,9580,3736,3740,6,2,2,80,27.09,84,8,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,"96'58""",0.84,0.08,0.08,9580,5831,1480,2269,27.09,80
61,61,4,NED,Joris MATHIJSEN ,D ,35,55,64,32,90,0,0,1,1,2,9700,3667,3820,6,3,2,70,24.83,84,8,8,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,3,"96'58""",0.84,0.08,0.08,9700,6056,1509,2134,24.83,70
61,61,5,NED,Giovanni VAN BRONCKHORST ,D ,41,67,61,36,90,1,1,1,1,0,10441,4273,3952,19,3,,124,25.94,82,8,10,1,1,0,1,1,0,0,1,3,0,0,0,0,0,0,0,"96'58""",0.82,0.08,0.1,10441,5822,1752,2866,25.94,124
61,61,6,NED,Mark VAN BOMMEL ,M ,50,64,78,37,90,0,0,0,3,3,9563,3516,3981,32,4,,93,23.67,86,7,7,0,0,0,0,0,1,0,3,5,1,0,1,1,0,0,0,"96'58""",0.86,0.07,0.07,9563,5930,1387,2245,23.67,93
61,61,7,NED,Dirk KUYT ,F ,44,68,65,51,90,0,1,2,1,0,11174,4861,3690,58,23,5,121,22.47,80,9,11,0,2,1,2,0,0,0,1,5,3,0,0,0,0,0,0,"96'58""",0.8,0.09,0.11,11174,6017,1918,3240,22.47,121
61,61,9,NED,Robin VAN PERSIE ,F ,16,31,52,28,90,0,0,0,3,1,10623,4788,3471,82,42,8,87,20.79,83,8,9,0,0,1,2,0,0,0,3,2,0,0,0,0,0,0,0,"96'58""",0.83,0.08,0.09,10623,6442,1645,2535,20.79,87
61,61,10,NED,Wesley SNEIJDER ,M ,46,67,69,51,90,1,1,2,1,2,10801,4796,3805,60,19,3,107,27.09,80,10,10,1,1,0,0,0,1,0,1,9,2,1,0,0,0,0,0,"96'58""",0.8,0.1,0.1,10801,6044,1880,2877,27.09,107
61,61,11,NED,Arjen ROBBEN ,F ,25,47,53,29,89,1,2,3,2,2,9791,4198,3326,70,27,4,106,23.67,86,6,8,1,3,0,0,0,0,0,2,7,1,0,0,1,0,0,0,"91'03""",0.86,0.06,0.08,9791,6321,1171,2299,23.67,106
61,61,12,NED,Khalid BOULAHROUZ ,D ,41,61,67,27,90,0,0,0,3,1,9701,3728,3728,13,2,,92,23.63,84,8,8,0,0,0,0,0,1,0,3,5,0,0,0,0,0,2,3,"96'58""",0.84,0.08,0.08,9701,5927,1445,2328,23.63,92
61,61,14,NED,Demy DE ZEEUW ,M ,22,34,65,26,45,0,0,0,0,1,5911,2398,2485,35,7,,48,20.92,75,11,14,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,"47'04""",0.75,0.11,0.14,5911,2935,1143,1833,20.92,48
